Record_Number,Listing_ID,Property_Title,Property_Type,Configuration,Price_2025_INR,Price_in_Lakhs_INR,Area_sqft,Bedrooms,Bathrooms,Price_per_Sqft,Locality,City,Zone,Builder_Owner,Construction_Status,RERA_Status,Facing,Furnishing,Price_2016_INR,Price_2017_INR,Price_2018_INR,Price_2019_INR,Price_2020_INR,Price_2021_INR,Price_2022_INR,Price_2023_INR,Price_2024_INR
692,1786023688-692,Sobha Limited Central Park,3 BHK Flat,3 BHK,11840000.0,118.4,1500.0,3,3,7893.0,Jayanagar,Bangalore,East,Sobha Limited,Ready To Move,Yes,North,Unfurnished,7104000.0,7696000.0,8288000.0,8880000.0,9472000.0,10064000.0,10656000.0,11248000.0,11603200.0
693,1786023688-693,Oberoi Realty Valley Court,4 BHK Flat,4 BHK,17560000.0,175.6,2016.0,4,4,8710.0,Rajajinagar,Bangalore,West,Oberoi Realty,Ready To Move,Yes,East,Semi-Furnished,10536000.0,11414000.0,12292000.0,13170000.0,14048000.0,14926000.0,15804000.0,16682000.0,17208800.0
694,1786023688-694,Hiranandani Group Heights Gardens,5 BHK Villa,5 BHK,21600000.0,216.0,2399.0,5,4,9004.0,Banashankari,Bangalore,East,Hiranandani Group,Under Construction,Yes,North-East,Semi-Furnished,12960000.0,14040000.0,15120000.0,16200000.0,17280000.0,18360000.0,19440000.0,20520000.0,21168000.0
695,1786023688-695,Lodha Group Palms Haven,1 BHK Flat,1 BHK,4580000.0,45.8,618.0,1,1,7411.0,Malleshwaram,Bangalore,North,Lodha Group,Ready To Move,Yes,North-East,Fully-Furnished,2748000.0,2977000.0,3206000.0,3435000.0,3664000.0,3893000.0,4122000.0,4351000.0,4488400.0
696,1786023688-696,Aparna Constructions Vista Enclave,2 BHK Flat,2 BHK,10740000.0,107.4,1182.0,2,2,9086.0,Kaggadasapura,Bangalore,Central,Aparna Constructions,Ready To Move,Yes,North-East,Fully-Furnished,6444000.0,6981000.0,7518000.0,8055000.0,8592000.0,9129000.0,9666000.0,10203000.0,10525200.0
697,1786023688-697,Brigade Group Avenue Square,3 BHK Flat,3 BHK,13790000.0,137.9,1487.0,3,3,9274.0,BTM Layout,Bangalore,East,Brigade Group,Under Construction,Yes,West,Semi-Furnished,8274000.0,8963500.0,9653000.0,10342500.0,11032000.0,11721500.0,12411000.0,13100500.0,13514200.0
698,1786023688-698,Puravankara Oasis Plaza,4 BHK Flat,4 BHK,13550000.0,135.5,1938.0,4,4,6992.0,JP Nagar,Bangalore,Central,Puravankara,Under Construction,Yes,West,Semi-Furnished,8130000.0,8807500.0,9485000.0,10162500.0,10840000.0,11517500.0,12195000.0,12872500.0,13279000.0
699,1786023688-699,Rustomjee Solitaire Terraces,5 BHK Villa,5 BHK,17950000.0,179.5,2486.0,5,4,7220.0,C V Raman Nagar,Bangalore,Central,Rustomjee,Under Construction,Yes,East,Fully-Furnished,10770000.0,11667500.0,12565000.0,13462500.0,14360000.0,15257500.0,16155000.0,17052500.0,17591000.0
700,1786023688-700,Tata Housing Signature Residences,1 BHK Flat,1 BHK,5340000.0,53.4,554.0,1,1,9639.0,Varthur,Bangalore,South,Tata Housing,Ready To Move,Yes,North-East,Semi-Furnished,3204000.0,3471000.0,3738000.0,4005000.0,4272000.0,4539000.0,4806000.0,5073000.0,5233200.0
701,1786023688-701,Mahindra Lifespaces Crown Greens,2 BHK Flat,2 BHK,9020000.0,90.2,958.0,2,2,9415.0,Whitefield,Bangalore,Central,Mahindra Lifespaces,Ready To Move,Yes,East,Unfurnished,5412000.0,5863000.0,6314000.0,6765000.0,7216000.0,7667000.0,8118000.0,8569000.0,8839600.0
702,1786023688-702,Casagrand Royal Estate,3 BHK Flat,3 BHK,11480000.0,114.8,1525.0,3,3,7528.0,Koramangala,Bangalore,South,Casagrand,Ready To Move,Yes,North,Unfurnished,6888000.0,7462000.0,8036000.0,8610000.0,9184000.0,9758000.0,10332000.0,10906000.0,11250400.0
703,1786023688-703,Kolte-Patil Grand Heights,4 BHK Flat,4 BHK,18000000.0,180.0,2062.0,4,4,8729.0,Indiranagar,Bangalore,North,Kolte-Patil,Under Construction,Yes,East,Unfurnished,10800000.0,11700000.0,12600000.0,13500000.0,14400000.0,15300000.0,16200000.0,17100000.0,17640000.0
704,1786023688-704,Piramal Realty Emerald Villas,5 BHK Villa,5 BHK,18930000.0,189.3,2311.0,5,4,8191.0,HSR Layout,Bangalore,West,Piramal Realty,Ready To Move,Yes,East,Semi-Furnished,11358000.0,12304500.0,13251000.0,14197500.0,15144000.0,16090500.0,17037000.0,17983500.0,18551400.0
705,1786023688-705,Prestige Group Serene Towers,1 BHK Flat,1 BHK,5140000.0,51.4,719.0,1,1,7149.0,Electronic City,Bangalore,Central,Prestige Group,Ready To Move,Yes,East,Unfurnished,3084000.0,3341000.0,3598000.0,3855000.0,4112000.0,4369000.0,4626000.0,4883000.0,5037200.0
706,1786023688-706,DLF Limited Skyline Park,2 BHK Flat,2 BHK,7860000.0,78.6,1065.0,2,2,7380.0,Hebbal,Bangalore,South,DLF Limited,Ready To Move,Yes,West,Unfurnished,4716000.0,5109000.0,5502000.0,5895000.0,6288000.0,6681000.0,7074000.0,7467000.0,7702800.0
707,1786023688-707,Godrej Properties Imperia Court,3 BHK Flat,3 BHK,11350000.0,113.5,1434.0,3,3,7915.0,Yelahanka,Bangalore,East,Godrej Properties,Under Construction,Yes,West,Fully-Furnished,6810000.0,7377500.0,7945000.0,8512500.0,9080000.0,9647500.0,10215000.0,10782500.0,11123000.0
708,1786023688-708,Sobha Limited Elegance Gardens,4 BHK Flat,4 BHK,17010000.0,170.1,1985.0,4,4,8569.0,Sarjapur Road,Bangalore,East,Sobha Limited,Under Construction,Yes,East,Unfurnished,10206000.0,11056500.0,11907000.0,12757500.0,13608000.0,14458500.0,15309000.0,16159500.0,16669800.0
709,1786023688-709,Oberoi Realty Urban Haven,5 BHK Villa,5 BHK,24660000.0,246.6,2501.0,5,4,9860.0,Bellandur,Bangalore,West,Oberoi Realty,Ready To Move,Yes,East,Semi-Furnished,14796000.0,16029000.0,17262000.0,18495000.0,19728000.0,20961000.0,22194000.0,23427000.0,24166800.0
710,1786023688-710,Hiranandani Group Central Enclave,1 BHK Flat,1 BHK,5560000.0,55.6,579.0,1,1,9603.0,Thanisandra,Bangalore,East,Hiranandani Group,Under Construction,Yes,East,Unfurnished,3336000.0,3614000.0,3892000.0,4170000.0,4448000.0,4726000.0,5004000.0,5282000.0,5448800.0
711,1786023688-711,Lodha Group Valley Square,2 BHK Flat,2 BHK,7660000.0,76.6,1087.0,2,2,7047.0,Marathahalli,Bangalore,North,Lodha Group,Ready To Move,Yes,North-East,Semi-Furnished,4596000.0,4979000.0,5362000.0,5745000.0,6128000.0,6511000.0,6894000.0,7277000.0,7506800.0
712,1786023688-712,Aparna Constructions Heights Plaza,3 BHK Flat,3 BHK,11580000.0,115.8,1439.0,3,3,8047.0,Jayanagar,Bangalore,Central,Aparna Constructions,Ready To Move,Yes,North,Fully-Furnished,6948000.0,7527000.0,8106000.0,8685000.0,9264000.0,9843000.0,10422000.0,11001000.0,11348400.0
713,1786023688-713,Brigade Group Palms Terraces,4 BHK Flat,4 BHK,18620000.0,186.2,1897.0,4,4,9815.0,Rajajinagar,Bangalore,North,Brigade Group,Under Construction,Yes,North-East,Semi-Furnished,11172000.0,12103000.0,13034000.0,13965000.0,14896000.0,15827000.0,16758000.0,17689000.0,18247600.0
714,1786023688-714,Puravankara Vista Residences,5 BHK Villa,5 BHK,19700000.0,197.0,2308.0,5,4,8536.0,Banashankari,Bangalore,North,Puravankara,Under Construction,Yes,North,Fully-Furnished,11820000.0,12805000.0,13790000.0,14775000.0,15760000.0,16745000.0,17730000.0,18715000.0,19306000.0
715,1786023688-715,Rustomjee Avenue Greens,1 BHK Flat,1 BHK,5080000.0,50.8,738.0,1,1,6883.0,Malleshwaram,Bangalore,East,Rustomjee,Ready To Move,Yes,North-East,Fully-Furnished,3048000.0,3302000.0,3556000.0,3810000.0,4064000.0,4318000.0,4572000.0,4826000.0,4978400.0
716,1786023688-716,Tata Housing Oasis Estate,2 BHK Flat,2 BHK,9600000.0,96.0,1079.0,2,2,8897.0,Kaggadasapura,Bangalore,South,Tata Housing,Ready To Move,Yes,East,Unfurnished,5760000.0,6240000.0,6720000.0,7200000.0,7680000.0,8160000.0,8640000.0,9120000.0,9408000.0
717,1786023688-717,Mahindra Lifespaces Solitaire Heights,3 BHK Flat,3 BHK,12140000.0,121.4,1426.0,3,3,8513.0,BTM Layout,Bangalore,West,Mahindra Lifespaces,Under Construction,Yes,East,Fully-Furnished,7284000.0,7891000.0,8498000.0,9105000.0,9712000.0,10319000.0,10926000.0,11533000.0,11897200.0
718,1786023688-718,Casagrand Signature Villas,4 BHK Flat,4 BHK,17440000.0,174.4,1927.0,4,4,9050.0,JP Nagar,Bangalore,Central,Casagrand,Ready To Move,Yes,West,Semi-Furnished,10464000.0,11336000.0,12208000.0,13080000.0,13952000.0,14824000.0,15696000.0,16568000.0,17091200.0
719,1786023688-719,Kolte-Patil Crown Towers,5 BHK Villa,5 BHK,17560000.0,175.6,2489.0,5,4,7055.0,C V Raman Nagar,Bangalore,Central,Kolte-Patil,Ready To Move,Yes,West,Unfurnished,10536000.0,11414000.0,12292000.0,13170000.0,14048000.0,14926000.0,15804000.0,16682000.0,17208800.0
720,1786023688-720,Piramal Realty Royal Park,1 BHK Flat,1 BHK,6140000.0,61.4,738.0,1,1,8320.0,Varthur,Bangalore,West,Piramal Realty,Under Construction,Yes,North,Semi-Furnished,3684000.0,3991000.0,4298000.0,4605000.0,4912000.0,5219000.0,5526000.0,5833000.0,6017200.0
721,1786023688-721,Prestige Group Grand Court,2 BHK Flat,2 BHK,8210000.0,82.1,1012.0,2,2,8113.0,Whitefield,Bangalore,West,Prestige Group,Ready To Move,Yes,North-East,Fully-Furnished,4926000.0,5336500.0,5747000.0,6157500.0,6568000.0,6978500.0,7389000.0,7799500.0,8045800.0
722,1786023688-722,DLF Limited Emerald Gardens,3 BHK Flat,3 BHK,13560000.0,135.6,1538.0,3,3,8817.0,Koramangala,Bangalore,North,DLF Limited,Under Construction,Yes,East,Unfurnished,8136000.0,8814000.0,9492000.0,10170000.0,10848000.0,11526000.0,12204000.0,12882000.0,13288800.0
723,1786023688-723,Godrej Properties Serene Haven,4 BHK Flat,4 BHK,19330000.0,193.3,1916.0,4,4,10089.0,Indiranagar,Bangalore,West,Godrej Properties,Under Construction,Yes,East,Fully-Furnished,11598000.0,12564500.0,13531000.0,14497500.0,15464000.0,16430500.0,17397000.0,18363500.0,18943400.0
724,1786023688-724,Sobha Limited Skyline Enclave,5 BHK Villa,5 BHK,17470000.0,174.7,2511.0,5,4,6957.0,HSR Layout,Bangalore,West,Sobha Limited,Ready To Move,Yes,North,Fully-Furnished,10482000.0,11355500.0,12229000.0,13102500.0,13976000.0,14849500.0,15723000.0,16596500.0,17120600.0
725,1786023688-725,Oberoi Realty Imperia Square,1 BHK Flat,1 BHK,4530000.0,45.3,550.0,1,1,8236.0,Electronic City,Bangalore,South,Oberoi Realty,Under Construction,Yes,West,Unfurnished,2718000.0,2944500.0,3171000.0,3397500.0,3624000.0,3850500.0,4077000.0,4303500.0,4439400.0
726,1786023688-726,Hiranandani Group Elegance Plaza,2 BHK Flat,2 BHK,9930000.0,99.3,1127.0,2,2,8811.0,Hebbal,Bangalore,Central,Hiranandani Group,Under Construction,Yes,North-East,Fully-Furnished,5958000.0,6454500.0,6951000.0,7447500.0,7944000.0,8440500.0,8937000.0,9433500.0,9731400.0
727,1786023688-727,Lodha Group Urban Terraces,3 BHK Flat,3 BHK,14400000.0,144.0,1631.0,3,3,8829.0,Yelahanka,Bangalore,South,Lodha Group,Under Construction,Yes,West,Semi-Furnished,8640000.0,9360000.0,10080000.0,10800000.0,11520000.0,12240000.0,12960000.0,13680000.0,14112000.0
728,1786023688-728,Aparna Constructions Central Residences,4 BHK Flat,4 BHK,15540000.0,155.4,1895.0,4,4,8201.0,Sarjapur Road,Bangalore,South,Aparna Constructions,Ready To Move,Yes,North,Fully-Furnished,9324000.0,10101000.0,10878000.0,11655000.0,12432000.0,13209000.0,13986000.0,14763000.0,15229200.0
729,1786023688-729,Brigade Group Valley Greens,5 BHK Villa,5 BHK,22710000.0,227.1,2402.0,5,4,9455.0,Bellandur,Bangalore,West,Brigade Group,Under Construction,Yes,West,Fully-Furnished,13626000.0,14761500.0,15897000.0,17032500.0,18168000.0,19303500.0,20439000.0,21574500.0,22255800.0
730,1786023688-730,Puravankara Heights Estate,1 BHK Flat,1 BHK,5450000.0,54.5,734.0,1,1,7425.0,Thanisandra,Bangalore,West,Puravankara,Under Construction,Yes,North-East,Unfurnished,3270000.0,3542500.0,3815000.0,4087500.0,4360000.0,4632500.0,4905000.0,5177500.0,5341000.0
731,1786023688-731,Rustomjee Palms Heights,2 BHK Flat,2 BHK,9460000.0,94.6,1016.0,2,2,9311.0,Marathahalli,Bangalore,West,Rustomjee,Under Construction,Yes,West,Fully-Furnished,5676000.0,6149000.0,6622000.0,7095000.0,7568000.0,8041000.0,8514000.0,8987000.0,9270800.0
732,1786023688-732,Tata Housing Vista Villas,3 BHK Flat,3 BHK,13450000.0,134.5,1606.0,3,3,8375.0,Jayanagar,Bangalore,West,Tata Housing,Under Construction,Yes,East,Semi-Furnished,8070000.0,8742500.0,9415000.0,10087500.0,10760000.0,11432500.0,12105000.0,12777500.0,13181000.0
733,1786023688-733,Mahindra Lifespaces Avenue Towers,4 BHK Flat,4 BHK,19590000.0,195.9,2023.0,4,4,9684.0,Rajajinagar,Bangalore,North,Mahindra Lifespaces,Under Construction,Yes,West,Semi-Furnished,11754000.0,12733500.0,13713000.0,14692500.0,15672000.0,16651500.0,17631000.0,18610500.0,19198200.0
734,1786023688-734,Casagrand Oasis Park,5 BHK Villa,5 BHK,21740000.0,217.4,2483.0,5,4,8756.0,Banashankari,Bangalore,North,Casagrand,Ready To Move,Yes,East,Unfurnished,13044000.0,14131000.0,15218000.0,16305000.0,17392000.0,18479000.0,19566000.0,20653000.0,21305200.0
735,1786023688-735,Kolte-Patil Solitaire Court,1 BHK Flat,1 BHK,6330000.0,63.3,690.0,1,1,9174.0,Malleshwaram,Bangalore,West,Kolte-Patil,Under Construction,Yes,North,Fully-Furnished,3798000.0,4114500.0,4431000.0,4747500.0,5064000.0,5380500.0,5697000.0,6013500.0,6203400.0
736,1786023688-736,Piramal Realty Signature Gardens,2 BHK Flat,2 BHK,10570000.0,105.7,1149.0,2,2,9199.0,Kaggadasapura,Bangalore,North,Piramal Realty,Under Construction,Yes,West,Unfurnished,6342000.0,6870500.0,7399000.0,7927500.0,8456000.0,8984500.0,9513000.0,10041500.0,10358600.0
737,1786023688-737,Prestige Group Crown Haven,3 BHK Flat,3 BHK,11800000.0,118.0,1402.0,3,3,8417.0,BTM Layout,Bangalore,West,Prestige Group,Ready To Move,Yes,East,Semi-Furnished,7080000.0,7670000.0,8260000.0,8850000.0,9440000.0,10030000.0,10620000.0,11210000.0,11564000.0
738,1786023688-738,DLF Limited Royal Enclave,4 BHK Flat,4 BHK,15170000.0,151.7,2011.0,4,4,7544.0,JP Nagar,Bangalore,West,DLF Limited,Under Construction,Yes,East,Fully-Furnished,9102000.0,9860500.0,10619000.0,11377500.0,12136000.0,12894500.0,13653000.0,14411500.0,14866600.0
739,1786023688-739,Godrej Properties Grand Square,5 BHK Villa,5 BHK,18220000.0,182.2,2485.0,5,4,7332.0,C V Raman Nagar,Bangalore,North,Godrej Properties,Under Construction,Yes,East,Fully-Furnished,10932000.0,11843000.0,12754000.0,13665000.0,14576000.0,15487000.0,16398000.0,17309000.0,17855600.0
740,1786023688-740,Sobha Limited Emerald Plaza,1 BHK Flat,1 BHK,6480000.0,64.8,744.0,1,1,8710.0,Varthur,Bangalore,Central,Sobha Limited,Ready To Move,Yes,North-East,Unfurnished,3888000.0,4212000.0,4536000.0,4860000.0,5184000.0,5508000.0,5832000.0,6156000.0,6350400.0
741,1786023688-741,Oberoi Realty Serene Terraces,2 BHK Flat,2 BHK,8610000.0,86.1,1075.0,2,2,8009.0,Whitefield,Bangalore,West,Oberoi Realty,Ready To Move,Yes,North,Fully-Furnished,5166000.0,5596500.0,6027000.0,6457500.0,6888000.0,7318500.0,7749000.0,8179500.0,8437800.0
742,1786023688-742,Hiranandani Group Skyline Residences,3 BHK Flat,3 BHK,10170000.0,101.7,1426.0,3,3,7132.0,Koramangala,Bangalore,West,Hiranandani Group,Under Construction,Yes,North-East,Unfurnished,6102000.0,6610500.0,7119000.0,7627500.0,8136000.0,8644500.0,9153000.0,9661500.0,9966600.0
743,1786023688-743,Lodha Group Imperia Greens,4 BHK Flat,4 BHK,17560000.0,175.6,2064.0,4,4,8508.0,Indiranagar,Bangalore,South,Lodha Group,Under Construction,Yes,North-East,Semi-Furnished,10536000.0,11414000.0,12292000.0,13170000.0,14048000.0,14926000.0,15804000.0,16682000.0,17208800.0
744,1786023688-744,Aparna Constructions Elegance Estate,5 BHK Villa,5 BHK,17310000.0,173.1,2471.0,5,4,7005.0,HSR Layout,Bangalore,South,Aparna Constructions,Under Construction,Yes,North-East,Fully-Furnished,10386000.0,11251500.0,12117000.0,12982500.0,13848000.0,14713500.0,15579000.0,16444500.0,16963800.0
745,1786023688-745,Brigade Group Urban Heights,1 BHK Flat,1 BHK,5880000.0,58.8,704.0,1,1,8352.0,Electronic City,Bangalore,South,Brigade Group,Ready To Move,Yes,East,Fully-Furnished,3528000.0,3822000.0,4116000.0,4410000.0,4704000.0,4998000.0,5292000.0,5586000.0,5762400.0
746,1786023688-746,Puravankara Central Villas,2 BHK Flat,2 BHK,10450000.0,104.5,1122.0,2,2,9314.0,Hebbal,Bangalore,West,Puravankara,Ready To Move,Yes,East,Semi-Furnished,6270000.0,6792500.0,7315000.0,7837500.0,8360000.0,8882500.0,9405000.0,9927500.0,10241000.0
747,1786023688-747,Rustomjee Valley Towers,3 BHK Flat,3 BHK,13350000.0,133.5,1482.0,3,3,9008.0,Yelahanka,Bangalore,North,Rustomjee,Under Construction,Yes,North,Unfurnished,8010000.0,8677500.0,9345000.0,10012500.0,10680000.0,11347500.0,12015000.0,12682500.0,13083000.0
748,1786023688-748,Tata Housing Heights Park,4 BHK Flat,4 BHK,14370000.0,143.7,2065.0,4,4,6959.0,Sarjapur Road,Bangalore,Central,Tata Housing,Under Construction,Yes,North-East,Semi-Furnished,8622000.0,9340500.0,10059000.0,10777500.0,11496000.0,12214500.0,12933000.0,13651500.0,14082600.0
749,1786023688-749,Mahindra Lifespaces Palms Court,5 BHK Villa,5 BHK,19530000.0,195.3,2540.0,5,4,7689.0,Bellandur,Bangalore,South,Mahindra Lifespaces,Under Construction,Yes,North-East,Semi-Furnished,11718000.0,12694500.0,13671000.0,14647500.0,15624000.0,16600500.0,17577000.0,18553500.0,19139400.0
750,1786023688-750,Casagrand Vista Gardens,1 BHK Flat,1 BHK,5400000.0,54.0,667.0,1,1,8096.0,Thanisandra,Bangalore,West,Casagrand,Ready To Move,Yes,West,Unfurnished,3240000.0,3510000.0,3780000.0,4050000.0,4320000.0,4590000.0,4860000.0,5130000.0,5292000.0
751,1786023688-751,Kolte-Patil Avenue Haven,2 BHK Flat,2 BHK,11100000.0,111.0,1104.0,2,2,10054.0,Marathahalli,Bangalore,Central,Kolte-Patil,Under Construction,Yes,West,Semi-Furnished,6660000.0,7215000.0,7770000.0,8325000.0,8880000.0,9435000.0,9990000.0,10545000.0,10878000.0
752,1786023688-752,Piramal Realty Oasis Enclave,3 BHK Flat,3 BHK,14910000.0,149.1,1471.0,3,3,10136.0,Jayanagar,Bangalore,East,Piramal Realty,Ready To Move,Yes,North,Semi-Furnished,8946000.0,9691500.0,10437000.0,11182500.0,11928000.0,12673500.0,13419000.0,14164500.0,14611800.0
753,1786023688-753,Prestige Group Solitaire Square,4 BHK Flat,4 BHK,17080000.0,170.8,2080.0,4,4,8212.0,Rajajinagar,Bangalore,Central,Prestige Group,Ready To Move,Yes,East,Fully-Furnished,10248000.0,11102000.0,11956000.0,12810000.0,13664000.0,14518000.0,15372000.0,16226000.0,16738400.0
754,1786023688-754,DLF Limited Signature Plaza,5 BHK Villa,5 BHK,20190000.0,201.9,2380.0,5,4,8483.0,Banashankari,Bangalore,West,DLF Limited,Ready To Move,Yes,North-East,Semi-Furnished,12114000.0,13123500.0,14133000.0,15142500.0,16152000.0,17161500.0,18171000.0,19180500.0,19786200.0
755,1786023688-755,Godrej Properties Crown Terraces,1 BHK Flat,1 BHK,5960000.0,59.6,697.0,1,1,8551.0,Malleshwaram,Bangalore,Central,Godrej Properties,Ready To Move,Yes,North-East,Unfurnished,3576000.0,3874000.0,4172000.0,4470000.0,4768000.0,5066000.0,5364000.0,5662000.0,5840800.0
756,1786023688-756,Sobha Limited Royal Residences,2 BHK Flat,2 BHK,9710000.0,97.1,1040.0,2,2,9337.0,Kaggadasapura,Bangalore,Central,Sobha Limited,Under Construction,Yes,East,Unfurnished,5826000.0,6311500.0,6797000.0,7282500.0,7768000.0,8253500.0,8739000.0,9224500.0,9515800.0
757,1786023688-757,Oberoi Realty Grand Greens,3 BHK Flat,3 BHK,11570000.0,115.7,1499.0,3,3,7718.0,BTM Layout,Bangalore,North,Oberoi Realty,Under Construction,Yes,North,Semi-Furnished,6942000.0,7520500.0,8099000.0,8677500.0,9256000.0,9834500.0,10413000.0,10991500.0,11338600.0
758,1786023688-758,Hiranandani Group Emerald Estate,4 BHK Flat,4 BHK,17500000.0,175.0,1973.0,4,4,8870.0,JP Nagar,Bangalore,West,Hiranandani Group,Under Construction,Yes,West,Semi-Furnished,10500000.0,11375000.0,12250000.0,13125000.0,14000000.0,14875000.0,15750000.0,16625000.0,17150000.0
759,1786023688-759,Lodha Group Serene Heights,5 BHK Villa,5 BHK,23220000.0,232.2,2332.0,5,4,9957.0,C V Raman Nagar,Bangalore,North,Lodha Group,Under Construction,Yes,North,Unfurnished,13932000.0,15093000.0,16254000.0,17415000.0,18576000.0,19737000.0,20898000.0,22059000.0,22755600.0
760,1786023688-760,Aparna Constructions Skyline Villas,1 BHK Flat,1 BHK,5690000.0,56.9,615.0,1,1,9252.0,Varthur,Bangalore,South,Aparna Constructions,Under Construction,Yes,East,Fully-Furnished,3414000.0,3698500.0,3983000.0,4267500.0,4552000.0,4836500.0,5121000.0,5405500.0,5576200.0
761,1786023688-761,Brigade Group Imperia Towers,2 BHK Flat,2 BHK,8840000.0,88.4,1047.0,2,2,8443.0,Whitefield,Bangalore,Central,Brigade Group,Ready To Move,Yes,East,Fully-Furnished,5304000.0,5746000.0,6188000.0,6630000.0,7072000.0,7514000.0,7956000.0,8398000.0,8663200.0
762,1786023688-762,Puravankara Elegance Park,3 BHK Flat,3 BHK,12980000.0,129.8,1644.0,3,3,7895.0,Koramangala,Bangalore,North,Puravankara,Ready To Move,Yes,North-East,Fully-Furnished,7788000.0,8437000.0,9086000.0,9735000.0,10384000.0,11033000.0,11682000.0,12331000.0,12720400.0
763,1786023688-763,Rustomjee Urban Court,4 BHK Flat,4 BHK,17010000.0,170.1,1979.0,4,4,8595.0,Indiranagar,Bangalore,East,Rustomjee,Under Construction,Yes,North-East,Unfurnished,10206000.0,11056500.0,11907000.0,12757500.0,13608000.0,14458500.0,15309000.0,16159500.0,16669800.0
764,1786023688-764,Tata Housing Central Gardens,5 BHK Villa,5 BHK,19530000.0,195.3,2510.0,5,4,7781.0,HSR Layout,Bangalore,North,Tata Housing,Under Construction,Yes,West,Unfurnished,11718000.0,12694500.0,13671000.0,14647500.0,15624000.0,16600500.0,17577000.0,18553500.0,19139400.0
765,1786023688-765,Mahindra Lifespaces Valley Haven,1 BHK Flat,1 BHK,4320000.0,43.2,522.0,1,1,8276.0,Electronic City,Bangalore,West,Mahindra Lifespaces,Under Construction,Yes,West,Fully-Furnished,2592000.0,2808000.0,3024000.0,3240000.0,3456000.0,3672000.0,3888000.0,4104000.0,4233600.0
766,1786023688-766,Casagrand Heights Enclave,2 BHK Flat,2 BHK,8580000.0,85.8,1053.0,2,2,8148.0,Hebbal,Bangalore,South,Casagrand,Under Construction,Yes,North-East,Semi-Furnished,5148000.0,5577000.0,6006000.0,6435000.0,6864000.0,7293000.0,7722000.0,8151000.0,8408400.0
767,1786023688-767,Kolte-Patil Palms Square,3 BHK Flat,3 BHK,11280000.0,112.8,1573.0,3,3,7171.0,Yelahanka,Bangalore,North,Kolte-Patil,Under Construction,Yes,West,Fully-Furnished,6768000.0,7332000.0,7896000.0,8460000.0,9024000.0,9588000.0,10152000.0,10716000.0,11054400.0
768,1786023688-768,Piramal Realty Vista Plaza,4 BHK Flat,4 BHK,17790000.0,177.9,1875.0,4,4,9488.0,Sarjapur Road,Bangalore,East,Piramal Realty,Under Construction,Yes,West,Unfurnished,10674000.0,11563500.0,12453000.0,13342500.0,14232000.0,15121500.0,16011000.0,16900500.0,17434200.0
769,1786023688-769,Prestige Group Avenue Terraces,5 BHK Villa,5 BHK,20000000.0,200.0,2487.0,5,4,8042.0,Bellandur,Bangalore,West,Prestige Group,Under Construction,Yes,East,Unfurnished,12000000.0,13000000.0,14000000.0,15000000.0,16000000.0,17000000.0,18000000.0,19000000.0,19600000.0
